Unnamed: 0	Pheno	UKB ID	IDP short name	Units	Type	Cat.	Category name	IDP description	N(disc)	Npar(disc)	Nnonpar(disc)	N(rep)	Npar(rep)	Nnonpar(rep)	N(fullscan)	Npar(fullscan)	Nnonpar(fullscan)	Heritability	Heritability(SE)
3455	3456.0	25753	rfMRI connectivity (ICA100 edge 1028)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0418	0.0194
3456	3457.0	25753	rfMRI connectivity (ICA100 edge 1029)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0321	0.0149
3457	3458.0	25753	rfMRI connectivity (ICA100 edge 1030)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0501	0.015
3458	3459.0	25753	rfMRI connectivity (ICA100 edge 1031)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0024	0.013
3459	3460.0	25753	rfMRI connectivity (ICA100 edge 1032)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0205	0.0151
3460	3461.0	25753	rfMRI connectivity (ICA100 edge 1033)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.017	0.0136
3461	3462.0	25753	rfMRI connectivity (ICA100 edge 1034)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1458	0.0172
3462	3463.0	25753	rfMRI connectivity (ICA100 edge 1035)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0996	0.0161
3463	3464.0	25753	rfMRI connectivity (ICA100 edge 1036)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0029	0.0135
3464	3465.0	25753	rfMRI connectivity (ICA100 edge 1037)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0708	0.0144
3465	3466.0	25753	rfMRI connectivity (ICA100 edge 1038)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	-0.0168	0.0132
3466	3467.0	25753	rfMRI connectivity (ICA100 edge 1039)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0489	0.0136
3467	3468.0	25753	rfMRI connectivity (ICA100 edge 1040)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1745	0.0201
3468	3469.0	25753	rfMRI connectivity (ICA100 edge 1041)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	-0.0003	0.0129
3469	3470.0	25753	rfMRI connectivity (ICA100 edge 1042)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0874	0.0147
3470	3471.0	25753	rfMRI connectivity (ICA100 edge 1043)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0165	0.0134
3471	3472.0	25753	rfMRI connectivity (ICA100 edge 1044)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0611	0.0144
3472	3473.0	25753	rfMRI connectivity (ICA100 edge 1045)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0859	0.0157
3473	3474.0	25753	rfMRI connectivity (ICA100 edge 1046)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.188	0.0188
3474	3475.0	25753	rfMRI connectivity (ICA100 edge 1047)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1047	0.0156
3475	3476.0	25753	rfMRI connectivity (ICA100 edge 1048)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.037	0.0139
3476	3477.0	25753	rfMRI connectivity (ICA100 edge 1049)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0068	0.0146
3477	3478.0	25753	rfMRI connectivity (ICA100 edge 1050)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1868	0.0201
3478	3479.0	25753	rfMRI connectivity (ICA100 edge 1051)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0205	0.0125
3479	3480.0	25753	rfMRI connectivity (ICA100 edge 1052)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0559	0.0156
3480	3481.0	25753	rfMRI connectivity (ICA100 edge 1053)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.027	0.0155
3481	3482.0	25753	rfMRI connectivity (ICA100 edge 1054)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0567	0.0144
3482	3483.0	25753	rfMRI connectivity (ICA100 edge 1055)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.013	0.0133
3483	3484.0	25753	rfMRI connectivity (ICA100 edge 1056)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0754	0.0158
3484	3485.0	25753	rfMRI connectivity (ICA100 edge 1057)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0463	0.0143
3485	3486.0	25753	rfMRI connectivity (ICA100 edge 1058)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0422	0.0148
3486	3487.0	25753	rfMRI connectivity (ICA100 edge 1059)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.109	0.0171
3487	3488.0	25753	rfMRI connectivity (ICA100 edge 1060)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1349	0.0172
3488	3489.0	25753	rfMRI connectivity (ICA100 edge 1061)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0154	0.0152
3489	3490.0	25753	rfMRI connectivity (ICA100 edge 1062)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0379	0.0132
3490	3491.0	25753	rfMRI connectivity (ICA100 edge 1063)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1378	0.0169
3491	3492.0	25753	rfMRI connectivity (ICA100 edge 1064)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1199	0.0176
3492	3493.0	25753	rfMRI connectivity (ICA100 edge 1065)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	-0.001	0.0144
3493	3494.0	25753	rfMRI connectivity (ICA100 edge 1066)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1385	0.0183
3494	3495.0	25753	rfMRI connectivity (ICA100 edge 1067)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0112	0.0134
3495	3496.0	25753	rfMRI connectivity (ICA100 edge 1068)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1081	0.0179
3496	3497.0	25753	rfMRI connectivity (ICA100 edge 1069)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0339	0.0138
3497	3498.0	25753	rfMRI connectivity (ICA100 edge 1070)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0186	0.0144
3498	3499.0	25753	rfMRI connectivity (ICA100 edge 1071)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0809	0.0149
3499	3500.0	25753	rfMRI connectivity (ICA100 edge 1072)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0993	0.0168
3500	3501.0	25753	rfMRI connectivity (ICA100 edge 1073)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0245	0.0147
3501	3502.0	25753	rfMRI connectivity (ICA100 edge 1074)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0818	0.0159
3502	3503.0	25753	rfMRI connectivity (ICA100 edge 1075)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.033	0.0143
3503	3504.0	25753	rfMRI connectivity (ICA100 edge 1076)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0314	0.015
3504	3505.0	25753	rfMRI connectivity (ICA100 edge 1077)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0091	0.0144
3505	3506.0	25753	rfMRI connectivity (ICA100 edge 1078)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0079	0.0139
3506	3507.0	25753	rfMRI connectivity (ICA100 edge 1079)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0616	0.014
3507	3508.0	25753	rfMRI connectivity (ICA100 edge 1080)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0849	0.0166
3508	3509.0	25753	rfMRI connectivity (ICA100 edge 1081)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0852	0.0174
3509	3510.0	25753	rfMRI connectivity (ICA100 edge 1082)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0494	0.0143
3510	3511.0	25753	rfMRI connectivity (ICA100 edge 1083)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1473	0.0182
3511	3512.0	25753	rfMRI connectivity (ICA100 edge 1084)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	10601	10604	31688.0	31664.0	31673.0	-0.005	0.0137
3512	3513.0	25753	rfMRI connectivity (ICA100 edge 1085)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0554	0.015
3513	3514.0	25753	rfMRI connectivity (ICA100 edge 1086)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1	0.0175
3514	3515.0	25753	rfMRI connectivity (ICA100 edge 1087)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0267	0.0148
3515	3516.0	25753	rfMRI connectivity (ICA100 edge 1088)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0612	0.0196
3516	3517.0	25753	rfMRI connectivity (ICA100 edge 1089)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0346	0.0145
3517	3518.0	25753	rfMRI connectivity (ICA100 edge 1090)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1292	0.0234
3518	3519.0	25753	rfMRI connectivity (ICA100 edge 1091)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.088	0.0154
3519	3520.0	25753	rfMRI connectivity (ICA100 edge 1092)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1425	0.0199
3520	3521.0	25753	rfMRI connectivity (ICA100 edge 1093)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1247	0.0167
3521	3522.0	25753	rfMRI connectivity (ICA100 edge 1094)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1052	0.0163
3522	3523.0	25753	rfMRI connectivity (ICA100 edge 1095)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0237	0.0134
3523	3524.0	25753	rfMRI connectivity (ICA100 edge 1096)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0418	0.0145
3524	3525.0	25753	rfMRI connectivity (ICA100 edge 1097)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0046	0.0148
3525	3526.0	25753	rfMRI connectivity (ICA100 edge 1098)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0285	0.015
3526	3527.0	25753	rfMRI connectivity (ICA100 edge 1099)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.118	0.0194
3527	3528.0	25753	rfMRI connectivity (ICA100 edge 1100)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0535	0.0197
3528	3529.0	25753	rfMRI connectivity (ICA100 edge 1101)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0294	0.0134
3529	3530.0	25753	rfMRI connectivity (ICA100 edge 1102)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0949	0.0146
3530	3531.0	25753	rfMRI connectivity (ICA100 edge 1103)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0776	0.0142
3531	3532.0	25753	rfMRI connectivity (ICA100 edge 1104)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0202	0.014
3532	3533.0	25753	rfMRI connectivity (ICA100 edge 1105)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1273	0.0149
3533	3534.0	25753	rfMRI connectivity (ICA100 edge 1106)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1044	0.0149
3534	3535.0	25753	rfMRI connectivity (ICA100 edge 1107)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1113	0.0167
3535	3536.0	25753	rfMRI connectivity (ICA100 edge 1108)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.049	0.0155
3536	3537.0	25753	rfMRI connectivity (ICA100 edge 1109)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0887	0.0161
3537	3538.0	25753	rfMRI connectivity (ICA100 edge 1110)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0561	0.0142
3538	3539.0	25753	rfMRI connectivity (ICA100 edge 1111)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0033	0.0153
3539	3540.0	25753	rfMRI connectivity (ICA100 edge 1112)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.116	0.0163
3540	3541.0	25753	rfMRI connectivity (ICA100 edge 1113)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0506	0.0169
3541	3542.0	25753	rfMRI connectivity (ICA100 edge 1114)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0973	0.0166
3542	3543.0	25753	rfMRI connectivity (ICA100 edge 1115)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0737	0.0159
3543	3544.0	25753	rfMRI connectivity (ICA100 edge 1116)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0213	0.0137
3544	3545.0	25753	rfMRI connectivity (ICA100 edge 1117)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0958	0.0163
3545	3546.0	25753	rfMRI connectivity (ICA100 edge 1118)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.112	0.0191
3546	3547.0	25753	rfMRI connectivity (ICA100 edge 1119)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	-0.016	0.0131
3547	3548.0	25753	rfMRI connectivity (ICA100 edge 1120)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.06	0.0169
3548	3549.0	25753	rfMRI connectivity (ICA100 edge 1121)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0737	0.0161
3549	3550.0	25753	rfMRI connectivity (ICA100 edge 1122)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0813	0.0178
3550	3551.0	25753	rfMRI connectivity (ICA100 edge 1123)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.047	0.0153
3551	3552.0	25753	rfMRI connectivity (ICA100 edge 1124)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0294	0.0129
3552	3553.0	25753	rfMRI connectivity (ICA100 edge 1125)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.091	0.0137
3553	3554.0	25753	rfMRI connectivity (ICA100 edge 1126)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0394	0.0157
3554	3555.0	25753	rfMRI connectivity (ICA100 edge 1127)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0727	0.0193
3555	3556.0	25753	rfMRI connectivity (ICA100 edge 1128)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0706	0.0162
3556	3557.0	25753	rfMRI connectivity (ICA100 edge 1129)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0153	0.0154
3557	3558.0	25753	rfMRI connectivity (ICA100 edge 1130)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1257	0.0208
3558	3559.0	25753	rfMRI connectivity (ICA100 edge 1131)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.032	0.0126
3559	3560.0	25753	rfMRI connectivity (ICA100 edge 1132)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0412	0.015
3560	3561.0	25753	rfMRI connectivity (ICA100 edge 1133)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1162	0.016
3561	3562.0	25753	rfMRI connectivity (ICA100 edge 1134)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0101	0.0142
3562	3563.0	25753	rfMRI connectivity (ICA100 edge 1135)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.067	0.0162
3563	3564.0	25753	rfMRI connectivity (ICA100 edge 1136)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0352	0.0139
3564	3565.0	25753	rfMRI connectivity (ICA100 edge 1137)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1175	0.0157
3565	3566.0	25753	rfMRI connectivity (ICA100 edge 1138)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0861	0.0159
3566	3567.0	25753	rfMRI connectivity (ICA100 edge 1139)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0893	0.0178
3567	3568.0	25753	rfMRI connectivity (ICA100 edge 1140)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0756	0.0157
3568	3569.0	25753	rfMRI connectivity (ICA100 edge 1141)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1268	0.0172
3569	3570.0	25753	rfMRI connectivity (ICA100 edge 1142)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0484	0.0173
3570	3571.0	25753	rfMRI connectivity (ICA100 edge 1143)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0631	0.0144
3571	3572.0	25753	rfMRI connectivity (ICA100 edge 1144)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0325	0.0132
3572	3573.0	25753	rfMRI connectivity (ICA100 edge 1145)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0529	0.0144
3573	3574.0	25753	rfMRI connectivity (ICA100 edge 1146)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.065	0.016
3574	3575.0	25753	rfMRI connectivity (ICA100 edge 1147)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0444	0.0137
3575	3576.0	25753	rfMRI connectivity (ICA100 edge 1148)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.059	0.014
3576	3577.0	25753	rfMRI connectivity (ICA100 edge 1149)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1062	0.016
3577	3578.0	25753	rfMRI connectivity (ICA100 edge 1150)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0586	0.0136
3578	3579.0	25753	rfMRI connectivity (ICA100 edge 1151)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	-0.0009	0.0136
3579	3580.0	25753	rfMRI connectivity (ICA100 edge 1152)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.055	0.0159
3580	3581.0	25753	rfMRI connectivity (ICA100 edge 1153)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1098	0.0151
3581	3582.0	25753	rfMRI connectivity (ICA100 edge 1154)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0511	0.0153
3582	3583.0	25753	rfMRI connectivity (ICA100 edge 1155)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	-0.0012	0.0128
3583	3584.0	25753	rfMRI connectivity (ICA100 edge 1156)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0683	0.0155
3584	3585.0	25753	rfMRI connectivity (ICA100 edge 1157)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0758	0.0152
3585	3586.0	25753	rfMRI connectivity (ICA100 edge 1158)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0084	0.013
3586	3587.0	25753	rfMRI connectivity (ICA100 edge 1159)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0732	0.0142
3587	3588.0	25753	rfMRI connectivity (ICA100 edge 1160)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	-0.0014	0.013
3588	3589.0	25753	rfMRI connectivity (ICA100 edge 1161)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0471	0.0148
3589	3590.0	25753	rfMRI connectivity (ICA100 edge 1162)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0759	0.015
3590	3591.0	25753	rfMRI connectivity (ICA100 edge 1163)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0231	0.0139
3591	3592.0	25753	rfMRI connectivity (ICA100 edge 1164)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0851	0.0161
3592	3593.0	25753	rfMRI connectivity (ICA100 edge 1165)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1429	0.0197
3593	3594.0	25753	rfMRI connectivity (ICA100 edge 1166)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0134	0.0137
3594	3595.0	25753	rfMRI connectivity (ICA100 edge 1167)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0731	0.0178
3595	3596.0	25753	rfMRI connectivity (ICA100 edge 1168)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0623	0.0153
3596	3597.0	25753	rfMRI connectivity (ICA100 edge 1169)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0186	0.0128
3597	3598.0	25753	rfMRI connectivity (ICA100 edge 1170)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0545	0.0133
